id,kode,nama,biaya_panggilan_id
29112,32.03.31.2006,Kertasari,
29113,32.03.31.2007,Cipeuyeum,
29114,32.03.31.2008,Kertamukti,
29115,32.03.32,Pasirkuda,
29116,32.03.32.2001,Simpang,
29117,32.03.32.2002,Kalibaru,
29118,32.03.32.2003,Pusakajaya,
29119,32.03.32.2004,Kubang,
29120,32.03.32.2005,Girimukti,
29121,32.03.32.2006,Karangjaya,
29122,32.03.32.2007,Mekarmulya,
29123,32.03.32.2008,Girijaya,
29124,32.03.32.2009,Padamulya,
29125,32.04,KAB. BANDUNG,
29126,32.04.05,Cileunyi,
29127,32.04.05.2001,Cileunyi Kulon,
29128,32.04.05.2002,Cileunyi Wetan,
29129,32.04.05.2003,Cimekar,
29130,32.04.05.2004,Cinunuk,
29131,32.04.05.2005,Cibiru Hilir,
29132,32.04.05.2006,Cibiru Wetan,
29133,32.04.06,Cimenyan,
29134,32.04.06.1001,Padasuka,
29135,32.04.06.1002,Cibeunying,
29136,32.04.06.2003,Cimenyan,
29137,32.04.06.2004,Mandalamekar,
29138,32.04.06.2005,Cikadut,
29139,32.04.06.2006,Ciburial,
29140,32.04.06.2007,Sindanglaya,
29141,32.04.06.2008,Mekarsaluyu,
29142,32.04.06.2009,Mekarmanik,
29143,32.04.07,Cilengkrang,
29144,32.04.07.2001,Jatiendah,
29145,32.04.07.2002,Cilengkrang,
29146,32.04.07.2003,Cipanjalu,
29147,32.04.07.2004,Melatiwangi,
29148,32.04.07.2005,Ciporeat,
29149,32.04.07.2006,Girimekar,
29150,32.04.08,Bojongsoang,
29151,32.04.08.2001,Lengkong,
29152,32.04.08.2002,Bojongsoang,
29153,32.04.08.2003,Buahbatu,
29154,32.04.08.2004,Cipagalo,
29155,32.04.08.2005,Bojongsari,
29156,32.04.08.2006,Tegalluar,
29157,32.04.09,Margahayu,
29158,32.04.09.1004,Sulaiman,
29159,32.04.09.2001,Margahayu Tengah,
29160,32.04.09.2002,Magahayu Selatan,
29161,32.04.09.2003,Sukamenak,
29162,32.04.09.2005,Sayati,
29163,32.04.10,Margaasih,
29164,32.04.10.2001,Margaasih,
29165,32.04.10.2002,Lagadar,
29166,32.04.10.2003,Nanjung,
29167,32.04.10.2004,Mekarrahayu,
29168,32.04.10.2005,Rahayu,
29169,32.04.10.2006,Cigondewah Hilir,
29170,32.04.11,Katapang,
29171,32.04.11.2001,Sangkanhurip,
29172,32.04.11.2002,Katapang,
29173,32.04.11.2004,Gandasari,
29174,32.04.11.2006,Sukamukti,
29175,32.04.11.2007,Cilampeni,
29176,32.04.11.2008,Pangauban,
29177,32.04.11.2009,Banyusari,
29178,32.04.12,Dayeuhkolot,
29179,32.04.12.1001,Pasawahan,
29180,32.04.12.2002,Dayeuhkolot,
29181,32.04.12.2003,Cangkuang Wetan,
29182,32.04.12.2004,Cangkuang Kulon,
29183,32.04.12.2005,Sukapura,
29184,32.04.12.2006,Citeureup,
29185,32.04.13,Banjaran,
29186,32.04.13.2001,Kamasan,
29187,32.04.13.2002,Banjaran Wetan,
29188,32.04.13.2003,Banjaran Kulon,
29189,32.04.13.2005,Ciapus,
29190,32.04.13.2006,Sindangpanon,
29191,32.04.13.2007,Kiangroke,
29192,32.04.13.2008,Tarajusari,
29193,32.04.13.2012,Mekarjaya,
29194,32.04.13.2013,Margahurip,
29195,32.04.13.2016,Neglasari,
29196,32.04.13.2018,Pasirmulya,
29197,32.04.14,Pameungpeuk,
29198,32.04.14.2001,Sukasari,
29199,32.04.14.2002,Bojongmanggu,
29200,32.04.14.2003,Rancatungku,
29201,32.04.14.2004,Bojongkunci,
29202,32.04.14.2005,Rancamulya,
29203,32.04.14.2006,Langonsari,
29204,32.04.15,Pangalengan,
29205,32.04.15.2001,Pangalengan,
29206,32.04.15.2002,Margaluyu,
29207,32.04.15.2003,Warnasari,
29208,32.04.15.2004,Sukamanah,
29209,32.04.15.2005,Lamajang,
29210,32.04.15.2006,Margamukti,
29211,32.04.15.2007,Margamulya,
29212,32.04.15.2008,Banjarsari,
29213,32.04.15.2009,Sukaluyu,
29214,32.04.15.2010,Tribaktimulya,
29215,32.04.15.2011,Pulosari,
29216,32.04.15.2012,Wanasuka,
29217,32.04.15.2013,Margamekar,
29218,32.04.16,Arjasari,
29219,32.04.16.2001,Arjasari,
29220,32.04.16.2002,Lebakwangi,
29221,32.04.16.2003,Batukarut,
29222,32.04.16.2004,Ancolmekar,
29223,32.04.16.2005,Baros,
29224,32.04.16.2006,Mangunjaya,
29225,32.04.16.2007,Mekarjaya,
29226,32.04.16.2008,Pinggirsari,
29227,32.04.16.2009,Patrolsari,
29228,32.04.16.2010,Rancakole,
29229,32.04.16.2011,Wargaluyu,
29230,32.04.17,Cimaung,
29231,32.04.17.2001,Cimaung,
29232,32.04.17.2002,Jagabaya,
29233,32.04.17.2003,Pasirhuni,
29234,32.04.17.2004,Campakamulya,
29235,32.04.17.2005,Cipinang,
29236,32.04.17.2006,Mekarsari,
29237,32.04.17.2007,Sukamaju,
29238,32.04.17.2008,Cikalong,
29239,32.04.17.2009,Malasari,
29240,32.04.17.2010,Warjabakti,
29241,32.04.25,Cicalengka,
29242,32.04.25.2001,Cicalengka Kulon,
29243,32.04.25.2002,Cicalengka Wetan,
29244,32.04.25.2003,Babakan Peuteuy,
29245,32.04.25.2004,Cikuya,
29246,32.04.25.2005,Dampit,
29247,32.04.25.2006,Margaasih,
29248,32.04.25.2007,Narawita,
29249,32.04.25.2008,Panenjoan,
29250,32.04.25.2009,Tanjungwangi,
29251,32.04.25.2010,Tenjolaya,
29252,32.04.25.2011,Waluya,
29253,32.04.25.2012,Nagrog,
29254,32.04.26,Nagreg,
29255,32.04.26.2001,Nagreg,
29256,32.04.26.2002,Bojong,
29257,32.04.26.2003,Ciaro,
29258,32.04.26.2004,Ciherang,
29259,32.04.26.2005,Citaman,
29260,32.04.26.2006,Mandalawangi,
29261,32.04.26.2007,Nagreg Kendan,
29262,32.04.26.2008,Ganjar Sabar,
29263,32.04.27,Cikancung,
29264,32.04.27.2001,Mandalasari,
29265,32.04.27.2002,Cikancung,
29266,32.04.27.2003,Cikasungka,
29267,32.04.27.2004,Cihanyir,
29268,32.04.27.2005,Ciluluk,
29269,32.04.27.2006,Hegarmanah,
29270,32.04.27.2007,Mekarlaksana,
29271,32.04.27.2008,Tanjunglaya,
29272,32.04.27.2009,Srirahayu,
29273,32.04.28,Rancaekek,
29274,32.04.28.1014,Rancaekek Kencana,
29275,32.04.28.2001,Rancaekek Wetan,
29276,32.04.28.2002,Rancaekek Kulon,
29277,32.04.28.2003,Bojongsalam,
29278,32.04.28.2004,Bojongloa,
29279,32.04.28.2005,Jelegong,
29280,32.04.28.2006,Linggar,
29281,32.04.28.2007,Cangkuang,
29282,32.04.28.2008,Haurpugur,
29283,32.04.28.2009,Sukamanah,
29284,32.04.28.2010,Sukamulya,
29285,32.04.28.2011,Tegal Sumedang,
29286,32.04.28.2012,Sangiang,
29287,32.04.28.2013,Nanjung Mekar,
29288,32.04.29,Ciparay,
29289,32.04.29.2001,Ciparay,
29290,32.04.29.2002,Gunungleutik,
29291,32.04.29.2003,Mekarsari,
29292,32.04.29.2004,Cikoneng,
29293,32.04.29.2005,Ciheulang,
29294,32.04.29.2006,Pakutandang,
29295,32.04.29.2007,Sumbersari,
29296,32.04.29.2008,Mangunharja,
29297,32.04.29.2009,Sagaracipta,
29298,32.04.29.2010,Sarimahi,
29299,32.04.29.2011,Serangmekar,
29300,32.04.29.2012,Babakan,
29301,32.04.29.2013,Bumiwangi,
29302,32.04.29.2014,Mekarlaksana,
29303,32.04.30,Pacet,
29304,32.04.30.2001,Cipeujeuh,
29305,32.04.30.2002,Cikitu,
29306,32.04.30.2003,Cananggela,
29307,32.04.30.2004,Maruyung,
29308,32.04.30.2005,Sukarame,
29309,32.04.30.2006,Nagrak,
29310,32.04.30.2007,Cikawao,
29311,32.04.30.2008,Mekarjaya,
29312,32.04.30.2009,Pangauban,
29313,32.04.30.2010,Mandalahaji,
29314,32.04.30.2011,Girimulya,
29315,32.04.30.2012,Tanjungwangi,
29316,32.04.30.2013,Mekarsari,
29317,32.04.31,Kertasari,
29318,32.04.31.2001,Sukapura,
29319,32.04.31.2002,Cibeureum,
29320,32.04.31.2003,Santosa,
29321,32.04.31.2004,Tarumajaya,
29322,32.04.31.2005,Neglawangi,
29323,32.04.31.2006,Cihawuk,
29324,32.04.31.2007,Cikembang,
29325,32.04.31.2008,Resmi Tingal,
29326,32.04.32,Baleendah,
29327,32.04.32.1001,Baleendah,
29328,32.04.32.1002,Andir,
29329,32.04.32.1003,Manggahang,
29330,32.04.32.1004,Jelekong,
29331,32.04.32.1008,Wargamekar,
29332,32.04.32.2005,Bojongmalaka,
29333,32.04.32.2006,Rancamanyar,
29334,32.04.32.2007,Malakasari,
29335,32.04.33,Majalaya,
29336,32.04.33.2001,Majalaya,
29337,32.04.33.2002,Wangisagara,
29338,32.04.33.2003,Biru,
29339,32.04.33.2004,Padamulya,
29340,32.04.33.2005,Bojong,
29341,32.04.33.2006,Majasetra,
29342,32.04.33.2007,Majakerta,
29343,32.04.33.2008,Sukamaju,
29344,32.04.33.2009,Padaulun,
29345,32.04.33.2010,Neglasari,
29346,32.04.33.2011,Sukamukti,
29347,32.04.34,Solokanjeruk,
29348,32.04.34.2001,Rancakasumba,
29349,32.04.34.2002,Solokanjeruk,
29350,32.04.34.2003,Cibodas,
29351,32.04.34.2004,Panyadap,
29352,32.04.34.2005,Bojongemas,
29353,32.04.34.2006,Padamukti,
29354,32.04.34.2007,Langensari,
29355,32.04.35,Paseh,
29356,32.04.35.2001,Cigentur,
29357,32.04.35.2002,Cipedes,
29358,32.04.35.2003,Loa,
29359,32.04.35.2004,Cijagra,
29360,32.04.35.2005,Cipaku,
29361,32.04.35.2006,Sindangsari,
29362,32.04.35.2007,Drawati,
29363,32.04.35.2008,Sukamanah,
29364,32.04.35.2009,Sukamantri,
29365,32.04.35.2010,Karangtunggal,
29366,32.04.35.2011,Mekarpawitan,
29367,32.04.35.2012,Tangsimekar,
29368,32.04.36,Ibun,
29369,32.04.36.2001,Ibun,
29370,32.04.36.2002,Laksana,
29371,32.04.36.2003,Dukuh,
29372,32.04.36.2004,Talun,
29373,32.04.36.2005,Pangguh,
29374,32.04.36.2006,Lampegan,
29375,32.04.36.2007,Neglasari,
29376,32.04.36.2008,Mekarwangi,
29377,32.04.36.2009,Sudi,
29378,32.04.36.2010,Tangulun,
29379,32.04.36.2011,Cibeet,
29380,32.04.36.2012,Karyalaksana,
29381,32.04.37,Soreang,
29382,32.04.37.2001,Soreang,
29383,32.04.37.2002,Sadu,
29384,32.04.37.2004,Panyirapan,
29385,32.04.37.2010,Sukajadi,
29386,32.04.37.2011,Pamekaran,
29387,32.04.37.2017,Karamatmulya,
29388,32.04.37.2018,Sukanagara,
29389,32.04.37.2019,Cingcin,
29390,32.04.37.2020,Parungserab,
29391,32.04.37.2021,Sekarwangi,
29392,32.04.38,Pasirjambu,
29393,32.04.38.2001,Pasirjambu,
29394,32.04.38.2002,Cibodas,
29395,32.04.38.2003,Cikoneng,
29396,32.04.38.2004,Cukanggenteng,
29397,32.04.38.2005,Cisondari,
29398,32.04.38.2006,Margamulya,
29399,32.04.38.2007,Mekarsari,
29400,32.04.38.2008,Mekarmaju,
29401,32.04.38.2009,Sugihmukti,
29402,32.04.38.2010,Tenjolaya,
29403,32.04.39,Ciwidey,
29404,32.04.39.2001,Lebakmuncang,
29405,32.04.39.2002,Ciwidey,
29406,32.04.39.2003,Nengkelan,
29407,32.04.39.2004,Panundaan,
29408,32.04.39.2005,Panyocokan,
29409,32.04.39.2006,Rawabogo,
29410,32.04.39.2007,Sukawening,
29411,32.04.40,Rancabali,
29412,32.04.40.2001,Patengan,
29413,32.04.40.2002,Sukaresmi,
29414,32.04.40.2003,Indragiri,
29415,32.04.40.2004,Cipelah,
29416,32.04.40.2005,Alamendah,
29417,32.04.44,Cangkuang,
29418,32.04.44.2001,Cangkuang,
29419,32.04.44.2002,Ciluncat,
29420,32.04.44.2003,Nagrak,
29421,32.04.44.2004,Bandasari,
29422,32.04.44.2005,Pananjung,
29423,32.04.44.2006,Jatisari,
29424,32.04.44.2007,Tanjungsari,
29425,32.04.46,Kutawaringin,
29426,32.04.46.2001,Jelegong,
29427,32.04.46.2002,Jatisari,
29428,32.04.46.2003,Pameuntasan,
29429,32.04.46.2004,Kopo,
29430,32.04.46.2005,Cibodas,
29431,32.04.46.2006,Kutawaringin,
29432,32.04.46.2007,Sukamulya,
29433,32.04.46.2008,Padasuka,
29434,32.04.46.2009,Buninagara,
29435,32.04.46.2010,Gajah Mekar,
29436,32.04.46.2011,Cilame,
29437,32.05,KAB. GARUT,
29438,32.05.01,Garut Kota,
29439,32.05.01.1001,Kota Kulon,
29440,32.05.01.1002,Kota Wetan,
29441,32.05.01.1003,Margawati,
29442,32.05.01.1004,Pakuwon,
29443,32.05.01.1005,Muara Sanding,
29444,32.05.01.1006,Sukamentri,
29445,32.05.01.1007,Ciwalen,
29446,32.05.01.1008,Paminggir,
29447,32.05.01.1009,Regol,
29448,32.05.01.1010,Sukanegla,
29449,32.05.01.1011,Cimuncang,
29450,32.05.02,Karangpawitan,
29451,32.05.02.1001,Suci Kaler,
29452,32.05.02.1002,Lebakjaya,
29453,32.05.02.1003,Karangmulya,
29454,32.05.02.1014,Lengkongjaya,
29455,32.05.02.2004,Karangpawitan,
29456,32.05.02.2005,Situgede,
29457,32.05.02.2006,Cimurah,
29458,32.05.02.2007,Suci,
29459,32.05.02.2008,Jatisari,
29460,32.05.02.2009,Godog,
29461,32.05.02.2010,Situsari,
29462,32.05.02.2011,Karangsari,
29463,32.05.02.2012,Sindangpalay,
29464,32.05.02.2013,Lebakagung,
29465,32.05.02.2015,Sindanggalih,
29466,32.05.02.2016,Mekarsari,
29467,32.05.02.2017,Sindanglaya,
29468,32.05.02.2018,Tanjungsari,
29469,32.05.02.2019,Situsaeur,
29470,32.05.02.2020,Situjaya,
29471,32.05.03,Wanaraja,
29472,32.05.03.2001,Wanaraja,
29473,32.05.03.2002,Wanamekar,
29474,32.05.03.2003,Cinunuk,
29475,32.05.03.2007,Sukamenak,
29476,32.05.03.2008,Sindangratu,
29477,32.05.03.2011,Wanajaya,
29478,32.05.03.2015,Sindangmekar,
29479,32.05.03.2019,Wanasari,
29480,32.05.03.2024,Sindangprabu,
29481,32.05.04,Tarogong Kaler,
29482,32.05.04.1012,Pananjung,
29483,32.05.04.2001,Sukajadi,
29484,32.05.04.2002,Cimanganten,
29485,32.05.04.2003,Jati,
29486,32.05.04.2004,Rancabango,
29487,32.05.04.2005,Sukawangi,
29488,32.05.04.2006,Sirnajaya,
29489,32.05.04.2007,Tanjung Kamuning,
29490,32.05.04.2008,Mekarjaya,
29491,32.05.04.2009,Langensari,
29492,32.05.04.2010,Mekarwangi,
29493,32.05.04.2011,Pasawahan,
29494,32.05.04.2013,Panjiwangi,
29495,32.05.05,Tarogong Kidul,
29496,32.05.05.1001,Pataruman,
29497,32.05.05.1002,Sukagalih,
29498,32.05.05.1006,Jayawaras,
29499,32.05.05.1009,Sukakarya,
29500,32.05.05.1012,Sukajaya,
29501,32.05.05.2003,Jayaraga,
29502,32.05.05.2004,Haurpanggung,
29503,32.05.05.2005,Cibunar,
29504,32.05.05.2007,Sukabakti,
29505,32.05.05.2008,Tarogong,
29506,32.05.05.2010,Mekargalih,
29507,32.05.05.2011,Kersamenak,
29508,32.05.06,Banyuresmi,
29509,32.05.06.2001,Banyuresmi,
29510,32.05.06.2002,Cimareme,
29511,32.05.06.2003,Sukaratu,
29512,32.05.06.2004,Sukasenang,
29513,32.05.06.2005,Sukaraja,
29514,32.05.06.2006,Cipicung,
29515,32.05.06.2007,Dangdeur,
29516,32.05.06.2008,Sukakarya,
29517,32.05.06.2009,Pamekarsari,
29518,32.05.06.2010,Binakarya,
29519,32.05.06.2011,Bagendit,
29520,32.05.06.2012,Karyamukti,
29521,32.05.06.2013,Karyasari,
29522,32.05.06.2014,Sukamukti,
29523,32.05.06.2015,Sukalaksana,
29524,32.05.07,Samarang,
29525,32.05.07.2001,Samarang,
29526,32.05.07.2002,Cintarakyat,
29527,32.05.07.2003,Sukarasa,
29528,32.05.07.2004,Parakan,
29529,32.05.07.2005,Sukakarya,
29530,32.05.07.2006,Cintakarya,
29531,32.05.07.2007,Tanjung Karya,
29532,32.05.07.2008,Cisarua,
29533,32.05.07.2009,Cintarasa,
29534,32.05.07.2010,Cintaasih,
29535,32.05.07.2011,Sirnasari,
29536,32.05.07.2012,Sukalaksana,
29537,32.05.07.2013,Tanjunganom,
29538,32.05.08,Pasirwangi,
29539,32.05.08.2001,Pasirwangi,
29540,32.05.08.2002,Pasirkiamis,
29541,32.05.08.2003,Padasuka,
29542,32.05.08.2004,Karyamekar,
29543,32.05.08.2005,Padawaas,
29544,32.05.08.2006,Padaasih,
29545,32.05.08.2007,Barusari,
29546,32.05.08.2008,Talaga,
29547,32.05.08.2009,Padamukti,
29548,32.05.08.2010,Sinarjaya,
29549,32.05.08.2011,Sarimukti,
29550,32.05.08.2012,Padamulya,
29551,32.05.09,Leles,
29552,32.05.09.2001,Leles,
29553,32.05.09.2002,Ciburial,
29554,32.05.09.2003,Jangkurang,
29555,32.05.09.2004,Sukarame,
29556,32.05.09.2005,Lembang,
29557,32.05.09.2006,Cangkuang,
29558,32.05.09.2007,Salamnunggal,
29559,32.05.09.2008,Kandangmukti,
29560,32.05.09.2009,Margaluyu,
29561,32.05.09.2010,Cipancar,
29562,32.05.09.2011,Haruman,
29563,32.05.09.2012,Dano,
29564,32.05.10,Kadungora,
29565,32.05.10.2001,Kadungora,
29566,32.05.10.2002,Gandamekar,
29567,32.05.10.2003,Cikembulan,
29568,32.05.10.2004,Cisaat,
29569,32.05.10.2005,Mandalasari,
29570,32.05.10.2006,Tanggulun,
29571,32.05.10.2007,Mekarbakti,
29572,32.05.10.2008,Karangmulya,
29573,32.05.10.2009,Harumansari,
29574,32.05.10.2010,Talagasari,
29575,32.05.10.2011,Hegarsari,
29576,32.05.10.2012,Neglasari,
29577,32.05.10.2013,Karangtengah,
29578,32.05.10.2014,Rancasalak,
29579,32.05.11,Leuwigoong,
29580,32.05.11.2001,Leuwigoong,
29581,32.05.11.2002,Karanganyar,
29582,32.05.11.2003,Margacinta,
29583,32.05.11.2004,Margahayu,
29584,32.05.11.2005,Dungusiku,
29585,32.05.11.2006,Tambak Sari,
29586,32.05.11.2007,Sindangsari,
29587,32.05.11.2008,Karangsari,
29588,32.05.12,Cibatu,
29589,32.05.12.2001,Cibatu,
29590,32.05.12.2002,Mekarsari,
29591,32.05.12.2003,Cibunar,
29592,32.05.12.2004,Sindangsuka,
29593,32.05.12.2005,Kertajaya,
29594,32.05.12.2006,Sukalilah,
29595,32.05.12.2007,Padasuka,
29596,32.05.12.2008,Karyamukti,
29597,32.05.12.2009,Girimukti,
29598,32.05.12.2010,Keresek,
29599,32.05.12.2011,Wanakerta,
29600,32.05.13,Kersamanah,
29601,32.05.13.2001,Kersamanah,
29602,32.05.13.2002,Nanjungjaya,
29603,32.05.13.2003,Sukamerang,
29604,32.05.13.2004,Girijaya,
29605,32.05.13.2005,Sukamaju,
29606,32.05.13.2006,Mekarraya,
29607,32.05.14,Malangbong,
29608,32.05.14.2001,Malangbong,
29609,32.05.14.2002,Karangmulya,
29610,32.05.14.2003,Cibunar,
29611,32.05.14.2004,Cikarang,
29612,32.05.14.2005,Sakawayang,
29613,32.05.14.2006,Mekarasih,
29614,32.05.14.2007,Cisitu,
29615,32.05.14.2008,Campaka,
29616,32.05.14.2009,Lewobaru,
29617,32.05.14.2010,Sukamanah,
29618,32.05.14.2011,Cilampuyang,
29619,32.05.14.2012,Cinagara,
29620,32.05.14.2013,Sukaratu,
29621,32.05.14.2014,Citeras,
29622,32.05.14.2015,Sukarasa,
29623,32.05.14.2016,Sekarwangi,
29624,32.05.14.2017,Kutanagara,
29625,32.05.14.2018,Sanding,
29626,32.05.14.2019,Cihaurkuning,
29627,32.05.14.2020,Baru Dua,
29628,32.05.14.2021,Sukajaya,
29629,32.05.14.2022,Bunisari,
29630,32.05.14.2023,Mekarmulya,
29631,32.05.14.2024,Girimakmur,
29632,32.05.15,Sukawening,
29633,32.05.15.2001,Sukawening,
29634,32.05.15.2002,Sukamukti,
29635,32.05.15.2003,Mekarluyu,
29636,32.05.15.2004,Sukaluyu,
29637,32.05.15.2005,Sudalarang,
29638,32.05.15.2006,Sukasono,
29639,32.05.15.2007,Sukahaji,
29640,32.05.15.2008,Pasanggrahan,
29641,32.05.15.2009,Maripari,
29642,32.05.15.2010,Mekarwangi,
29643,32.05.15.2011,Mekar Hurip,
29644,32.05.16,Karangtengah,
29645,32.05.16.2001,Caringin,
29646,32.05.16.2002,Cintamanik,
29647,32.05.16.2003,Cinta,
29648,32.05.16.2004,Sindanggalih,
29649,32.05.17,Bayongbong,
29650,32.05.17.2001,Bayongbong,
29651,32.05.17.2002,Panembong,
29652,32.05.17.2003,Hegarmanah,
29653,32.05.17.2004,Selakuray,
29654,32.05.17.2005,Karyajaya,
29655,32.05.17.2006,Mulyasari,
29656,32.05.17.2007,Pamalayan,
29657,32.05.17.2008,Mekarsari,
29658,32.05.17.2009,Ciburuy,
29659,32.05.17.2010,Ciela,
29660,32.05.17.2011,Cikedokan,
29661,32.05.17.2012,Banjarsari,
29662,32.05.17.2013,Sukasenang,
29663,32.05.17.2014,Mekarjaya,
29664,32.05.17.2015,Sirnagalih,
29665,32.05.17.2016,Sukarame,
29666,32.05.17.2017,Cinisti,
29667,32.05.17.2018,Sukamanah,
29668,32.05.18,Cigedug,
29669,32.05.18.2001,Cigedug,
29670,32.05.18.2002,Barusuda,
29671,32.05.18.2003,Sukahurip,
29672,32.05.18.2004,Sindangsari,
29673,32.05.18.2005,Cintanagara,
29674,32.05.19,Cilawu,
29675,32.05.19.2001,Cilawu,
29676,32.05.19.2002,Sukamukti,
29677,32.05.19.2003,Karyamekar,
29678,32.05.19.2004,Dawungsari,
29679,32.05.19.2005,Pasanggrahan,
29680,32.05.19.2006,Sukahati,
29681,32.05.19.2007,Mekarsari,
29682,32.05.19.2008,Mekarmukti,
29683,32.05.19.2009,Desakolot,
29684,32.05.19.2010,Ngamplangsari,
29685,32.05.19.2011,Margalaksana,
29686,32.05.19.2012,Dangiang,
29687,32.05.19.2013,Dayeuhmanggung,
29688,32.05.19.2014,Sukamaju,
29689,32.05.19.2015,Mangurakyat,
29690,32.05.19.2016,Ngamplang,
29691,32.05.19.2017,Sukatani,
29692,32.05.19.2018,Sukamurni,
29693,32.05.20,Cisurupan,
29694,32.05.20.2001,Cisurupan,
29695,32.05.20.2002,Cidatar,
29696,32.05.20.2003,Sukawangi,
29697,32.05.20.2004,Sukatani,
29698,32.05.20.2005,Situsari,
29699,32.05.20.2006,Pakuwon,
29700,32.05.20.2007,Balewangi,
29701,32.05.20.2008,Sirnajaya,
29702,32.05.20.2009,Cisero,
29703,32.05.20.2010,Kramatwangi,
29704,32.05.20.2011,Cipaganti,
29705,32.05.20.2012,Pamulihan,
29706,32.05.20.2013,Tambakbaya,
29707,32.05.20.2014,Sirnagalih,
29708,32.05.20.2015,Pangauban,
29709,32.05.20.2016,Simpangsari,
29710,32.05.20.2017,Cintaasih,
29711,32.05.21,Sukaresmi,
29712,32.05.21.2001,Sukaresmi,
29713,32.05.21.2002,Cintadamai,
29714,32.05.21.2003,Mekarjaya,
29715,32.05.21.2004,Sukajaya,
29716,32.05.21.2005,Sukamulya,
29717,32.05.21.2006,Padamukti,
29718,32.05.21.2007,Sukalilah,
29719,32.05.22,Cikajang,
29720,32.05.22.2001,Cikajang,
29721,32.05.22.2002,Simpang,
29722,32.05.22.2003,Mekarsari,
29723,32.05.22.2004,Girijaya,
29724,32.05.22.2005,Giriawas,
29725,32.05.22.2006,Cibodas,
29726,32.05.22.2007,Mekarjaya,
29727,32.05.22.2008,Cikandang,
29728,32.05.22.2009,Padasuka,
29729,32.05.22.2010,Margamulya,
29730,32.05.22.2011,Cipangramatan,
29731,32.05.22.2012,Kramatwangi,
29732,32.05.23,Banjarwangi,
29733,32.05.23.2001,Banjarwangi,
29734,32.05.23.2002,Talagajaya,
29735,32.05.23.2003,Padahurip,
29736,32.05.23.2004,Kadongdong,
29737,32.05.23.2005,Talagasari,
29738,32.05.23.2006,Jayabakti,
29739,32.05.23.2007,Mulyajaya,
29740,32.05.23.2008,Dangiang,
29741,32.05.23.2009,Tanjungjaya,
29742,32.05.23.2010,Bojong,
29743,32.05.23.2011,Wangunjaya,
29744,32.05.24,Singajaya,
29745,32.05.24.2001,Singajaya,
29746,32.05.24.2002,Ciudian,
29747,32.05.24.2003,Mekartani,
29748,32.05.24.2004,Sukamulya,
29749,32.05.24.2005,Sukawangi,
29750,32.05.24.2006,Pancasura,
29751,32.05.24.2007,Karangagung,
29752,32.05.24.2008,Cigintung,
29753,32.05.24.2009,Girimukti,
29754,32.05.25,Cihurip,
29755,32.05.25.2001,Cihurip,
29756,32.05.25.2002,Cisangkal,
29757,32.05.25.2003,Mekarwangi,
29758,32.05.25.2004,Jayamukti,
29759,32.05.26,Peundeuy,
29760,32.05.26.2001,Peundeuy,
29761,32.05.26.2002,Toblong,
29762,32.05.26.2003,Saribakti,
29763,32.05.26.2004,Pangrumasan,
29764,32.05.26.2005,Sukanagara,
29765,32.05.26.2006,Purwajaya,
29766,32.05.27,Pameungpeuk,
29767,32.05.27.2001,Pameungpeuk,
29768,32.05.27.2002,Mancagahar,
29769,32.05.27.2003,Paas,
29770,32.05.27.2004,Mandalakasih,
29771,32.05.27.2005,Jatimulya,
29772,32.05.27.2006,Bojong,
29773,32.05.27.2007,Sirnabakti,
29774,32.05.27.2008,Bojong Kidul,
29775,32.05.28,Cisompet,
29776,32.05.28.2001,Cisompet,
29777,32.05.28.2002,Cihaurkuning,
29778,32.05.28.2003,Margamulya,
29779,32.05.28.2004,Sukamukti,
29780,32.05.28.2005,Sukanagara,
29781,32.05.28.2006,Cikondang,
29782,32.05.28.2007,Depok,
29783,32.05.28.2008,Panyindangan,
29784,32.05.28.2009,Jatisari,
29785,32.05.28.2010,Neglasari,
29786,32.05.28.2011,Sindangsari,
29787,32.05.29,Cibalong,
29788,32.05.29.2001,Karyasari,
29789,32.05.29.2002,Maroko,
29790,32.05.29.2003,Sancang,
29791,32.05.29.2004,Karyamukti,
29792,32.05.29.2005,Sagara,
29793,32.05.29.2006,Mekarsari,
29794,32.05.29.2007,Simpang,
29795,32.05.29.2008,Mekar Mukti,
29796,32.05.29.2009,Cigaronggong,
29797,32.05.29.2010,Mekarwangi,
29798,32.05.29.2011,Najaten,
29799,32.05.30,Cikelet,
29800,32.05.30.2001,Cikelet,
29801,32.05.30.2002,Linggamanik,
29802,32.05.30.2003,Kertamukti,
29803,32.05.30.2004,Cogadog,
29804,32.05.30.2005,Pamalayan,
29805,32.05.30.2006,Karangsari,
29806,32.05.30.2007,Cijambe,
29807,32.05.30.2008,Girimukti,
29808,32.05.30.2009,Ciroyom,
29809,32.05.30.2010,Awassagara,
29810,32.05.30.2011,Tipar,
29811,32.05.31,Bungbulang,
29812,32.05.31.2001,Bungbulang,
29813,32.05.31.2002,Hanjuang,
29814,32.05.31.2003,Gunamekar,
29815,32.05.31.2004,Tegallega,
29816,32.05.31.2005,Mekarbakti,
29817,32.05.31.2006,Margalaksana,
29818,32.05.31.2007,Bojong,
29819,32.05.31.2008,Sinarjaya,
29820,32.05.31.2009,Mekarjaya,
29821,32.05.31.2010,Cihikeu,
29822,32.05.31.2011,Wangunjaya,
29823,32.05.31.2012,Gunung Jampang,
29824,32.05.31.2013,Hegarmanah,
